OFFICIAL ELECTION RESULTS
Bucks
nameplace,Contest Name,Candidate Name,Votes,Voter Turnout
"Bensalem Twp Lower East #3","Attorney General (Dem)","Jared Solomon","12","17.49%"
"Bensalem Twp Lower East #3","Attorney General (Dem)","Write-in","2","17.49%"
"Bensalem Twp Lower East #3","Attorney General (Rep)","Dave Sunday","105","17.49%"
"Bensalem Twp Lower East #3","Attorney General (Rep)","Craig Williams","37","17.49%"
"Bensalem Twp Lower East #3","Attorney General (Rep)","Write-in","1","17.49%"
"Bensalem Twp Lower East #3","Auditor General (Dem)","Malcolm Kenyatta","91","17.49%"
"Bensalem Twp Lower East #3","Auditor General (Dem)","Mark Pinsley","41","17.49%"
"Bensalem Twp Lower East #3","Auditor General (Dem)","Write-in","2","17.49%"
"Bensalem Twp Lower East #3","Auditor General (Rep)","Tim DeFoor","134","17.49%"
"Bensalem Twp Lower East #3","Auditor General (Rep)","Write-in","0","17.49%"
"Bensalem Twp Lower East #3","State Treasurer (Dem)","Ryan Bizzarro","56","17.49%"
"Bensalem Twp Lower East #3","State Treasurer (Dem)","Erin McClelland","78","17.49%"
"Bensalem Twp Lower East #3","State Treasurer (Dem)","Write-in","2","17.49%"
"Bensalem Twp Lower East #3","State Treasurer (Rep)","Stacy Garrity","130","17.49%"
"Bensalem Twp Lower East #3","State Treasurer (Rep)","Write-in","1","17.49%"
"Bensalem Twp Lower East #3","Representative in Congress (Dem)","Ashley Ehasz","135","17.49%"
"Bensalem Twp Lower East #3","Representative in Congress (Dem)","Write-in","3","17.49%"
"Bensalem Twp Lower East #3","Representative in Congress (Rep)","Brian Fitzpatrick","104","17.49%"
"Bensalem Twp Lower East #3","Representative in Congress (Rep)","Mark Houck","46","17.49%"
"Bensalem Twp Lower East #3","Representative in Congress (Rep)","Write-in","0","17.49%"
"Bensalem Twp Lower East #3","Representative in the General Assembly 18th (Dem)","Anand Patel","134","17.49%"
"Bensalem Twp Lower East #3","Representative in the General Assembly 18th (Dem)","Write-in","1","17.49%"
"Bensalem Twp Lower East #3","Representative in the General Assembly 18th (Rep)","Kathleen K C Tomlinson","145","17.49%"
"Bensalem Twp Lower East #3","Representative in the General Assembly 18th (Rep)","Write-in","1","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","107","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","121","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","115","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","106","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Yota Palli","101","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Charles Quann","111","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Write-in","2","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Write-in","1","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Write-in","1","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Write-in","1","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Write-in","1","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Democratic National Convention (Dem)","Write-in","1","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Republican National Convention  (Rep)","Marie Miller","47","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Republican National Convention  (Rep)","Ellen Cox","100","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Republican National Convention  (Rep)","Liz Diehl","35","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Republican National Convention  (Rep)","Jim Worthington","112","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Republican National Convention  (Rep)","David A. Christian","106","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Republican National Convention  (Rep)","Write-in","0","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Republican National Convention  (Rep)","Write-in","0","17.49%"
"Bensalem Twp Lower East #3","Delegate to the Republican National Convention  (Rep)","Write-in","0","17.49%"
"Bensalem Twp Lower East #3","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","68","17.49%"
"Bensalem Twp Lower East #3","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","91","17.49%"
"Bensalem Twp Lower East #3","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","107","17.49%"
"Bensalem Twp Lower East #3","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","13","17.49%"
"Bensalem Twp Lower East #3","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","19","17.49%"
"Bensalem Twp Lower East #3","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","21","17.49%"
"Bensalem Twp Lower East #3","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","82","17.49%"
"Bensalem Twp Lower East #3","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","17.49%"
"Bensalem Twp Lower East #3","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","17.49%"
"Bensalem Twp Lower East #3","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","17.49%"
"Bensalem Twp Lower East #3","Bensalem Twp Lower East 3 Committeeman (Rep)","Binu Scariah","120","17.49%"
"Bensalem Twp Lower East #3","Bensalem Twp Lower East 3 Committeeman (Rep)","Write-in","0","17.49%"
"Bensalem Twp Lower East #3","Bensalem Twp Lower East 3 Committeewoman (Rep)","Write-in","9","17.49%"
"Bensalem Twp Lower East #4","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","97","19.81%"
"Bensalem Twp Lower East #4","Presidential Electors  (Dem)","Dean Phillips","6","19.81%"
"Bensalem Twp Lower East #4","Presidential Electors  (Dem)","Write-in","4","19.81%"
"Bensalem Twp Lower East #4","Presidential Electors (Rep)","Nikki R. Haley","12","19.81%"
"Bensalem Twp Lower East #4","Presidential Electors (Rep)","Donald J. Trump","60","19.81%"
"Bensalem Twp Lower East #4","Presidential Electors (Rep)","Write-in","1","19.81%"
"Bensalem Twp Lower East #4","United States Senator (Dem)","Robert P. Casey, Jr.","105","19.81%"
"Bensalem Twp Lower East #4","United States Senator (Dem)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","United States Senator (Rep)","Dave McCormick","68","19.81%"
"Bensalem Twp Lower East #4","United States Senator (Rep)","Write-in","1","19.81%"
"Bensalem Twp Lower East #4","Attorney General (Dem)","Jack Stollsteimer","21","19.81%"
"Bensalem Twp Lower East #4","Attorney General (Dem)","Eugene DePasquale","1","19.81%"
"Bensalem Twp Lower East #4","Attorney General (Dem)","Joe Khan","63","19.81%"
"Bensalem Twp Lower East #4","Attorney General (Dem)","Keir Bradford-Grey","13","19.81%"
"Bensalem Twp Lower East #4","Attorney General (Dem)","Jared Solomon","12","19.81%"
"Bensalem Twp Lower East #4","Attorney General (Dem)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Attorney General (Rep)","Dave Sunday","49","19.81%"
"Bensalem Twp Lower East #4","Attorney General (Rep)","Craig Williams","18","19.81%"
"Bensalem Twp Lower East #4","Attorney General (Rep)","Write-in","1","19.81%"
"Bensalem Twp Lower East #4","Auditor General (Dem)","Malcolm Kenyatta","76","19.81%"
"Bensalem Twp Lower East #4","Auditor General (Dem)","Mark Pinsley","26","19.81%"
"Bensalem Twp Lower East #4","Auditor General (Dem)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Auditor General (Rep)","Tim DeFoor","64","19.81%"
"Bensalem Twp Lower East #4","Auditor General (Rep)","Write-in","1","19.81%"
"Bensalem Twp Lower East #4","State Treasurer (Dem)","Ryan Bizzarro","41","19.81%"
"Bensalem Twp Lower East #4","State Treasurer (Dem)","Erin McClelland","62","19.81%"
"Bensalem Twp Lower East #4","State Treasurer (Dem)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","State Treasurer (Rep)","Stacy Garrity","66","19.81%"
"Bensalem Twp Lower East #4","State Treasurer (Rep)","Write-in","1","19.81%"
"Bensalem Twp Lower East #4","Representative in Congress (Dem)","Ashley Ehasz","104","19.81%"
"Bensalem Twp Lower East #4","Representative in Congress (Dem)","Write-in","1","19.81%"
"Bensalem Twp Lower East #4","Representative in Congress (Rep)","Brian Fitzpatrick","53","19.81%"
"Bensalem Twp Lower East #4","Representative in Congress (Rep)","Mark Houck","19","19.81%"
"Bensalem Twp Lower East #4","Representative in Congress (Rep)","Write-in","2","19.81%"
"Bensalem Twp Lower East #4","Representative in the General Assembly 18th (Dem)","Anand Patel","106","19.81%"
"Bensalem Twp Lower East #4","Representative in the General Assembly 18th (Dem)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Representative in the General Assembly 18th (Rep)","Kathleen K C Tomlinson","71","19.81%"
"Bensalem Twp Lower East #4","Representative in the General Assembly 18th (Rep)","Write-in","2","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","83","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","89","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","86","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","78","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Yota Palli","79","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Charles Quann","79","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Write-in","3","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Democratic National Convention (Dem)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Republican National Convention  (Rep)","Marie Miller","23","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Republican National Convention  (Rep)","Ellen Cox","52","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Republican National Convention  (Rep)","Liz Diehl","16","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Republican National Convention  (Rep)","Jim Worthington","55","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Republican National Convention  (Rep)","David A. Christian","51","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Republican National Convention  (Rep)","Write-in","1","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Republican National Convention  (Rep)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Delegate to the Republican National Convention  (Rep)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","21","19.81%"
"Bensalem Twp Lower East #4","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","40","19.81%"
"Bensalem Twp Lower East #4","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","49","19.81%"
"Bensalem Twp Lower East #4","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","5","19.81%"
"Bensalem Twp Lower East #4","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","5","19.81%"
"Bensalem Twp Lower East #4","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","15","19.81%"
"Bensalem Twp Lower East #4","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","45","19.81%"
"Bensalem Twp Lower East #4","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","19.81%"
"Bensalem Twp Lower East #4","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","19.81%"
"Bensalem Twp Lower East #4","Bensalem Twp Lower East 4 Committeeman (Rep)","Write-in","17","19.81%"
"Bensalem Twp Lower East #4","Bensalem Twp Lower East 4 Committeewoman (Rep)","Genevieve G. McCunney","56","19.81%"
"Bensalem Twp Lower East #4","Bensalem Twp Lower East 4 Committeewoman (Rep)","Write-in","7","19.81%"
"Bensalem Twp Lower East #5","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","212","29.92%"
"Bensalem Twp Lower East #5","Presidential Electors  (Dem)","Dean Phillips","13","29.92%"
"Bensalem Twp Lower East #5","Presidential Electors  (Dem)","Write-in","11","29.92%"
"Bensalem Twp Lower East #5","Presidential Electors (Rep)","Nikki R. Haley","52","29.92%"
"Bensalem Twp Lower East #5","Presidential Electors (Rep)","Donald J. Trump","285","29.92%"
"Bensalem Twp Lower East #5","Presidential Electors (Rep)","Write-in","10","29.92%"
"Bensalem Twp Lower East #5","United States Senator (Dem)","Robert P. Casey, Jr.","227","29.92%"
"Bensalem Twp Lower East #5","United States Senator (Dem)","Write-in","3","29.92%"
"Bensalem Twp Lower East #5","United States Senator (Rep)","Dave McCormick","329","29.92%"
"Bensalem Twp Lower East #5","United States Senator (Rep)","Write-in","3","29.92%"
"Bensalem Twp Lower East #5","Attorney General (Dem)","Jack Stollsteimer","41","29.92%"
"Bensalem Twp Lower East #5","Attorney General (Dem)","Eugene DePasquale","11","29.92%"
"Bensalem Twp Lower East #5","Attorney General (Dem)","Joe Khan","134","29.92%"
"Bensalem Twp Lower East #5","Attorney General (Dem)","Keir Bradford-Grey","13","29.92%"
"Bensalem Twp Lower East #5","Attorney General (Dem)","Jared Solomon","34","29.92%"
"Bensalem Twp Lower East #5","Attorney General (Dem)","Write-in","0","29.92%"
"Bensalem Twp Lower East #5","Attorney General (Rep)","Dave Sunday","210","29.92%"
"Bensalem Twp Lower East #5","Attorney General (Rep)","Craig Williams","116","29.92%"
"Bensalem Twp Lower East #5","Attorney General (Rep)","Write-in","0","29.92%"
"Bensalem Twp Lower East #5","Auditor General (Dem)","Malcolm Kenyatta","149","29.92%"
"Bensalem Twp Lower East #5","Auditor General (Dem)","Mark Pinsley","69","29.92%"
"Bensalem Twp Lower East #5","Auditor General (Dem)","Write-in","0","29.92%"
"Bensalem Twp Lower East #5","Auditor General (Rep)","Tim DeFoor","317","29.92%"
"Bensalem Twp Lower East #5","Auditor General (Rep)","Write-in","1","29.92%"
"Bensalem Twp Lower East #5","State Treasurer (Dem)","Ryan Bizzarro","79","29.92%"
"Bensalem Twp Lower East #5","State Treasurer (Dem)","Erin McClelland","134","29.92%"
"Bensalem Twp Lower East #5","State Treasurer (Dem)","Write-in","0","29.92%"
"Bensalem Twp Lower East #5","State Treasurer (Rep)","Stacy Garrity","314","29.92%"
"Bensalem Twp Lower East #5","State Treasurer (Rep)","Write-in","2","29.92%"
"Bensalem Twp Lower East #5","Representative in Congress (Dem)","Ashley Ehasz","227","29.92%"
"Bensalem Twp Lower East #5","Representative in Congress (Dem)","Write-in","3","29.92%"
